dataset_id,dataset_version,sample_id,image_path,age,gender,identity_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,landmarks_path,dataset_split,source,is_valid,validation_error,metadata_json
DS002,local,100_0_0_20170112213500903.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_0_0_20170112213500903.jpg.chip.jpg,100,Male,,,,,,,all,UTKFace,true,,"{""gender_code"":0,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170112213500903"",""image_variant"":""chip""}"
DS002,local,100_0_0_20170112215240346.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_0_0_20170112215240346.jpg.chip.jpg,100,Male,,,,,,,all,UTKFace,true,,"{""gender_code"":0,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170112215240346"",""image_variant"":""chip""}"
DS002,local,100_1_0_20170110183726390.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_0_20170110183726390.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170110183726390"",""image_variant"":""chip""}"
DS002,local,100_1_0_20170112213001988.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_0_20170112213001988.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170112213001988"",""image_variant"":""chip""}"
DS002,local,100_1_0_20170112213303693.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_0_20170112213303693.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170112213303693"",""image_variant"":""chip""}"
DS002,local,100_1_0_20170112215032192.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_0_20170112215032192.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170112215032192"",""image_variant"":""chip""}"
DS002,local,100_1_0_20170117195420803.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_0_20170117195420803.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170117195420803"",""image_variant"":""chip""}"
DS002,local,100_1_0_20170119212053665.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_0_20170119212053665.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":0,""race_label"":""White"",""collection_timestamp"":""20170119212053665"",""image_variant"":""chip""}"
DS002,local,100_1_2_20170105174847679.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_2_20170105174847679.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":2,""race_label"":""Asian"",""collection_timestamp"":""20170105174847679"",""image_variant"":""chip""}"
DS002,local,100_1_2_20170112213615815.jpg.chip,/Users/trananhchuong/Downloads/archive/UTKFace/100_1_2_20170112213615815.jpg.chip.jpg,100,Female,,,,,,,all,UTKFace,true,,"{""gender_code"":1,""race_code"":2,""race_label"":""Asian"",""collection_timestamp"":""20170112213615815"",""image_variant"":""chip""}"
