dataset_id,dataset_version,sample_id,image_path,age,gender,identity_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,landmarks_path,dataset_split,source,is_valid,validation_error,metadata_json
DS001,official,00000,data/00000A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":0}"
DS001,official,00001,data/00001A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":1}"
DS001,official,00002,data/00002A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":2}"
DS001,official,00003,data/00003A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":3}"
DS001,official,00004,data/00004A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":4}"
DS001,official,00005,data/00005A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":5}"
DS001,official,00006,data/00006A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":6}"
DS001,official,00007,data/00007A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":7}"
DS001,official,00008,data/00008A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":8}"
DS001,official,00009,data/00009A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":9}"
DS001,official,00010,data/00010A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":10}"
DS001,official,00011,data/00011A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":11}"
DS001,official,00012,data/00012A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":12}"
DS001,official,00013,data/00013A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":13}"
DS001,official,00014,data/00014A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":14}"
DS001,official,00015,data/00015A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":15}"
DS001,official,00016,data/00016A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":16}"
DS001,official,00017,data/00017A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":17}"
DS001,official,00018,data/00018A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":18}"
DS001,official,00019,data/00019A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":19}"
DS001,official,00020,data/00020A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":20}"
DS001,official,00021,data/00021A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":21}"
DS001,official,00022,data/00022A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":22}"
DS001,official,00023,data/00023A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":23}"
DS001,official,00024,data/00024A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":24}"
DS001,official,00025,data/00025A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":25}"
DS001,official,00026,data/00026A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":26}"
DS001,official,00027,data/00027A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":27}"
DS001,official,00028,data/00028A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":28}"
DS001,official,00029,data/00029A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":29}"
DS001,official,00030,data/00030A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":30}"
DS001,official,00031,data/00031A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":31}"
DS001,official,00032,data/00032A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":32}"
DS001,official,00033,data/00033A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":33}"
DS001,official,00034,data/00034A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":34}"
DS001,official,00035,data/00035A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":35}"
DS001,official,00036,data/00036A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":36}"
DS001,official,00037,data/00037A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":37}"
DS001,official,00038,data/00038A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":38}"
DS001,official,00039,data/00039A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":39}"
DS001,official,00040,data/00040A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":40}"
DS001,official,00041,data/00041A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":41}"
DS001,official,00042,data/00042A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":42}"
DS001,official,00043,data/00043A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":43}"
DS001,official,00044,data/00044A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":44}"
DS001,official,00045,data/00045A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":45}"
DS001,official,00046,data/00046A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":46}"
DS001,official,00047,data/00047A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":47}"
DS001,official,00048,data/00048A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":48}"
DS001,official,00049,data/00049A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":49}"
DS001,official,00050,data/00050A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":50}"
DS001,official,00051,data/00051A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":51}"
DS001,official,00052,data/00052A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":52}"
DS001,official,00053,data/00053A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":53}"
DS001,official,00054,data/00054A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":54}"
DS001,official,00055,data/00055A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":55}"
DS001,official,00056,data/00056A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":56}"
DS001,official,00057,data/00057A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":57}"
DS001,official,00058,data/00058A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":58}"
DS001,official,00059,data/00059A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":59}"
DS001,official,00060,data/00060A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":60}"
DS001,official,00061,data/00061A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":61}"
DS001,official,00062,data/00062A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":62}"
DS001,official,00063,data/00063A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":63}"
DS001,official,00064,data/00064A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":64}"
DS001,official,00065,data/00065A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":65}"
DS001,official,00066,data/00066A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":66}"
DS001,official,00067,data/00067A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":67}"
DS001,official,00068,data/00068A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":68}"
DS001,official,00069,data/00069A02.jpg,2,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":69}"
DS001,official,00070,data/00070A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":70}"
DS001,official,00071,data/00071A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":71}"
DS001,official,00072,data/00072A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":72}"
DS001,official,00073,data/00073A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":73}"
DS001,official,00074,data/00074A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":74}"
DS001,official,00075,data/00075A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":75}"
DS001,official,00076,data/00076A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":76}"
DS001,official,00077,data/00077A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":77}"
DS001,official,00078,data/00078A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":78}"
DS001,official,00079,data/00079A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":79}"
DS001,official,00080,data/00080A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":80}"
DS001,official,00081,data/00081A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":81}"
DS001,official,00082,data/00082A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":82}"
DS001,official,00083,data/00083A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":83}"
DS001,official,00084,data/00084A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":84}"
DS001,official,00085,data/00085A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":85}"
DS001,official,00086,data/00086A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":86}"
DS001,official,00087,data/00087A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":87}"
DS001,official,00088,data/00088A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":88}"
DS001,official,00089,data/00089A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":89}"
DS001,official,00090,data/00090A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":90}"
DS001,official,00091,data/00091A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":91}"
DS001,official,00092,data/00092A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":92}"
DS001,official,00093,data/00093A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":93}"
DS001,official,00094,data/00094A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":94}"
DS001,official,00095,data/00095A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":95}"
DS001,official,00096,data/00096A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":96}"
DS001,official,00097,data/00097A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":97}"
DS001,official,00098,data/00098A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":98}"
DS001,official,00099,data/00099A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":99}"
DS001,official,00100,data/00100A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":100}"
DS001,official,00101,data/00101A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":101}"
DS001,official,00102,data/00102A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":102}"
DS001,official,00103,data/00103A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":103}"
DS001,official,00104,data/00104A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":104}"
DS001,official,00105,data/00105A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":105}"
DS001,official,00106,data/00106A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":106}"
DS001,official,00107,data/00107A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":107}"
DS001,official,00108,data/00108A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":108}"
DS001,official,00109,data/00109A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":109}"
DS001,official,00110,data/00110A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":110}"
DS001,official,00111,data/00111A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":111}"
DS001,official,00112,data/00112A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":112}"
DS001,official,00113,data/00113A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":113}"
DS001,official,00114,data/00114A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":114}"
DS001,official,00115,data/00115A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":115}"
DS001,official,00116,data/00116A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":116}"
DS001,official,00117,data/00117A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":117}"
DS001,official,00118,data/00118A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":118}"
DS001,official,00119,data/00119A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":119}"
DS001,official,00120,data/00120A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":120}"
DS001,official,00121,data/00121A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":121}"
DS001,official,00122,data/00122A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":122}"
DS001,official,00123,data/00123A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":123}"
DS001,official,00124,data/00124A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":124}"
DS001,official,00125,data/00125A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":125}"
DS001,official,00126,data/00126A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":126}"
DS001,official,00127,data/00127A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":127}"
DS001,official,00128,data/00128A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":128}"
DS001,official,00129,data/00129A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":129}"
DS001,official,00130,data/00130A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":130}"
DS001,official,00131,data/00131A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":131}"
DS001,official,00132,data/00132A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":132}"
DS001,official,00133,data/00133A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":133}"
DS001,official,00134,data/00134A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":134}"
DS001,official,00135,data/00135A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":135}"
DS001,official,00136,data/00136A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":136}"
DS001,official,00137,data/00137A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":137}"
DS001,official,00138,data/00138A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":138}"
DS001,official,00139,data/00139A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":139}"
DS001,official,00140,data/00140A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":140}"
DS001,official,00141,data/00141A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":141}"
DS001,official,00142,data/00142A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":142}"
DS001,official,00143,data/00143A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":143}"
DS001,official,00144,data/00144A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":144}"
DS001,official,00145,data/00145A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":145}"
DS001,official,00146,data/00146A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":146}"
DS001,official,00147,data/00147A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":147}"
DS001,official,00148,data/00148A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":148}"
DS001,official,00149,data/00149A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":149}"
DS001,official,00150,data/00150A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":150}"
DS001,official,00151,data/00151A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":151}"
DS001,official,00152,data/00152A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":152}"
DS001,official,00153,data/00153A03.jpg,3,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":153}"
DS001,official,00154,data/00154A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":154}"
DS001,official,00155,data/00155A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":155}"
DS001,official,00156,data/00156A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":156}"
DS001,official,00157,data/00157A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":157}"
DS001,official,00158,data/00158A04.jpg,4,Female,,,,,,,all,All-Age-Faces,true,,"{""image_id"":158}"
